code	meaning
M-88300	FIBROUS HISTIOCYTOMA (DERMATOFIBROMA)
M-88303	FIBROUS HISTIOCYTOMA, MALIGNANT
M-88306	FIBROUS HISTIOCYTOMA, MALIGNANT, METASTATIC
M-88320	HISTIOCYTOMA, NOS
M-88323	DERMATOFIBROSARCOMA PROTUBERANS
M-88400	MYXOMA, NOS
M-88403	MYXOSARCOMA, NOS
M-88500	LIPOMA
M-88503	LIPOSARCOMA, NOS
M-88510	FIBROMA  MOLLE
M-88700	MYELOLIPOMA
M-88900	LEIOMYOMA, NOS
M-88903	LEIOMYOSARCOMA
M-88904	Gastrointestinal Stromal Tumor
M-88905	Benign Mesenchymal Tumor, NOS
M-88940	Angioleiomyoma
M-89003	RHABDOMYOSARCOMA, NOS
M-89320	ADENOMYOMA
M-89400	MIXED TUMOR SALIVARY GLAND TYPE, NOS
M-89601	NEPHROMA, MESOBLASTIC
M-89603	NEPHROBLASTOMA, NOS
M-89630	WILM\'S TUMOR
M-89903	MALIGNANT MESENCHYMOMA
M-90100	FIBROADENOMA
M-90203	MALIGNANT CYSTOSARCOMA PHYLLODES
M-90206	METASTATIC MALIGNANT CYSTOSARCOMA PHYLLODES
M-90403	SARCOMA, SYNOVIAL, NOS
M-90500	MESOTHELIOMA, BENIGN
M-90503	MESOTHELIOMA, MALIGNANT
M-90603	DYSGERMINOMA
M-90613	SEMINOMA, NOS
M-90801	TERATOMA
M-91000	HYDATIDIFORM MOLE
M-91006	METASTATIC CHORIOCARCINOMA
M-91200	HEMANGIOMA, NOS
M-91203	HEMANGIOSARCOMA
M-91210	HEMANGIOMA, CAVERNOUS
M-91501	HEMANGIOPERICYTOMA, NOS
M-91503	HEMANGIOPERICYTOMA, MALIGNANT
M-91700	LYMPHANGIOMA, NOS
M-91800	OSTEOMA, NOS
M-91803	OSTEOSARCOMA, NOS
M-92100	OSTEOCHONDROMA
M-92200	CHONDROMA, NOS
M-92203	CHONDROSARCOMA, NOS
M-92501	OSTEOCLASTOMA, NOS
M-92503	GIANT CELL TUMOR OF BONE, MALIGNANT
M-92800	ODONTOMA, NOS
M-93100	Ameloblastoma, NOS  (ADAMANTINOMA, NOS)
M-93913	EPENDYMOMA, NOS
M-94003	ASTROCYTOMA, NOS
M-94503	OLIGODENDROGLIOMA, NOS
M-95003	MALIGNANT NEUROBLASTOMA
M-95006	MALIGNANT NEUROBLASTOMA, METASTATIC
M-95300	MENINGIOMA, NOS
M-95403	NEUROFIBROSARCOMA
M-95600	SCHWANNOMA
M-95603	SCHWANNOMA, MALIGNANT
M-95800	MYOBLASTOMA
M-95903	MALIGNANT LYMPHOMA, NOS
M-96103	LYMPHOSARCOMA, NOS
M-96403	RETICULUM CELL SARCOMA
M-96503	HODGKINS\'S DISEASE
M-96803	MALIGNANT LYMPHOMA, LARGE CELL, NOS
M-96813	MALIGNANT LYMPHOMA, LARGE CELL, CLEAVED, NOS
M-96823	MALIGNANT LYMPHOMA, LARGE CELL, NONCLEAVED, NOS
M-96843	MALIGNANT LYMPHOMA, LARGE CELL, IMMUNOBLASTIC
M-97303	PLASMA CELL MYELOMA
M-97401	MASTOCYTOMA, NOS
M-97413	MALIGNANT MASTOCYTOSIS
M-98003	LEUKEMIA, NOS
M-98423	CHRONIC ERYTHREMIA (T-0X...)(T-06...)
M-98613	ACUTE GRANULOCYTIC LEUKEMIA
M-99601	MYELOPROLIFERATIVE DISEASE, CHRONIC
M-99603	MYELOPROLIFERATIVE DISEASE, NOS
M-99701	LYMPHOPROLIFERATIVE DISEASE, NOS
M-Y1010	TB Test Reaction: Grade 1
M-Y1011	TB Test Reaction: Grade 2
M-Y1012	TB Test Reaction: Grade 3
M-Y1013	TB Test Reaction: Grade 4
M-Y1014	TB Test Reaction: Grade 5
M-Y1210	Wound, Contaminated
M-Y1310	Trichoblastoma
M-Y1410	Bronchioloalveolar adenoma
M-Y1530	Dermatopathy
M-Y1540	GERM CELL TUMOR
M-Y1560	Ectopic adrenal gland
M-YY590	DEPLETION, IRON (T-06000)
M-YY610	Postmature fetus/infant.
M-YY620	Placenta, circumvallate
M-YY650	Erosive/ulcerative arthritis
M-YY670	ADENOCARCINOMA, MULTIPLE
P-0000X	Surgical Preparation
P-00110	PROCEDURE FOR STAFF TRAINING
P-00120	OPERATIVE PROCEDURE
P-0013X	PROCEDURE, RESEARCH SUPPORT
P-00200	CLINICAL CASE (HOSPITAL ADMISSION)
P-00450	HOSPITAL ADMISSION, FOR OBSERVATION
P-01180	TERMINATED (PATIENT DISCHG, DECEASED, AUTOPSY)
P-02310	PHYSICAL EXAMINATION, COMPLETE
P-02311	PHYSICAL EXAM, PRESALE
P-02312	PHYSICAL EXAM, PRE-ASSIGNMENT
P-02313	PHYSICAL EXAM, RESEARCH SUPPORT
P-02314	PHYSICAL EXAM, ANNUAL HEALTH MAINTENANCE
P-02315	PHYSICAL EXAM, LIMITED VISUAL EXAM
P-02316	Physical examination, geriatric
P-02317	PHYSICAL EXAM, TECHNICIAN, NOS
P-02318	PHYSICAL EXAM, QUARANTINE EXIT
P-02319	PHYSICAL EXAM, BREEDER EVALUATION
P-02320	PHYSICAL EXAM, LIMITED
P-02321	PHYSICAL EXAM, POST HUMAN EXPOSURE
P-02322	PHYSICAL EXAMINATION, NEUROLOGIC
P-02325	Physical exam, quarantine entry
P-02350	INSPECTION, NOS
P-02360	PALPATION
P-02400	PALPATION, BIMANUAL
P-02570	AUSCULTATION WITH STETHOSCOPE
P-02600	SPECIALIZED MEDICAL EXAMINATION, NOS
P-02650	PHOTOGRAPHY, CLINICAL
P-02730	PHYSICAL EXAM, DIAGNOSTIC
P-02750	PHYSICAL EXAM, FOLLOW-UP
P-02800	HISTORY & PE, EMERGENCY EVALUATION
P-02900	CHART REVIEW BY PHYSICIAN, NOS
P-04510	PATIENT STATUS DETERMINATION, UNCHANGED
P-04530	PATIENT STATUS DETERMINATION, MODERATELY IMPROVED
P-04540	PATIENT STATUS DETERMINATION, GREATLY IMPROVED
P-04580	PATIENT STATUS DETERMINATION, MODERATELY WORSE
P-04810	TREATMENT RESPONSE DETERMINATION, NO RESPONSE
P-04820	TREATMENT RESPONSE DETERMINATION, MINIMAL
P-04830	TREATMENT RESPONSE DETERMINATION. FAIR
P-04840	TREATMENT RESPONSE DETERMINATION, GOOD
P-06500	CONSULTATION
P-08100	PRESCRIPTION OF DRUG, PROPHYLACTIC
P-08300	SPECIAL DIET STUDY, NOS
P-08301	INSULIN-ORINASE DIET STUDY
P-10000	INCISION, NOS (-OTOMY)
P-10100	INCISION, EXPLORATORY
P-10200	INCISION, EXPLORATION AND BIOPSY
P-10300	INCISION AND REMOVAL, NOS
P-10400	CESAREAN SECTION, CLASSICAL
P-10600	TRANSECTION, NOS
P-10605	TRANSECTION, 90 DEGREES
P-10610	TRANSECTION, 180 DEGREES
P-10612	TRANSECTION, 270 DEGREES
P-10615	TRANSECTION, 360 DEGREES
P-10800	DECOMPRESSION
P-10810	INCISION AND DRAINAGE
P-10850	PUNCTURE AND DRAINAGE
P-1085X	PUNCTURE, NOS
P-11000	EXCISION, NOS (-ECTOMY)
P-11008	Orchiectomy
P-11010	RESECTION (LOCAL EXCISION)
P-11020	ENUCLEATION
P-11040	EXCISION, PARTIAL
P-11060	EXCISION, COMPLETE
P-11070	VASECTOMY (SEGMENTAL EXCISION AND LIGATION)
P-11100	AMPUTATION, NOS
P-11300	DEBRIDEMENT, NOS
P-11301	WOUND CLEAN & TREAT, NOS
P-11400	BIOPSY, NOS
P-11410	BIOPSY, EXCISION
P-11420	BIOPSY, OPEN
P-11430	BIOPSY, NEEDLE
P-11440	BIOPSY, ASPIRATION OF TISSUE OR FLUID
P-1144X	Bone Marrow Aspiration
P-11450	BIOPSY, COMBINED NEEDLE AND ASPIRATION
P-11480	BIOPSY, PUNCH
P-11540	CURETTAGE, NOS
P-11550	D & C OF UTERUS
P-11600	REMOVAL, NOS
P-11610	REMOVAL OF FOREIGN BODY
P-11620	REMOVAL OF SUTURES, NOS
P-12000	INJECTION, NOS
P-12090	TATTOOING
P-12100	INFUSION, NOS
P-1210C	Chorio-Decidual Infusion
P-12200	PERFUSION, NOS
P-12201	Perfusion, fixation
P-12202	Perfusion, saline
P-12210	PERFUSION, IN SITU
P-12300	TRANSFUSION, NOS
P-12500	LAVAGE
P-12510	LAVAGE FOLLOWING INTUBATION
P-12550	INTUBATION, NOS
P-12700	IMPLANTATION, NOS
P-12710	INSERTION OF CATHETER
P-1271X	Catheter repair
P-1272X	Catheter removal
P-12750	IMPLANTATION OF THERAPEUTIC DEVICE,NOS
P-12755	INSERTION OF IMPLANTABLE VENOUS ACCESS PORT
P-12770	INSERTION OR IMPLANTATION THERAP DEVICE, OPEN
P-12780	REMOVAL OF THERAPEUTIC DEVICE
P-12785	CHANGE OF THERAPEUTIC DEVICE
P-12790	REVERSAL (RE-IMPLANTATION)
P-12900	ARTIFICIAL INSEMINATION, NOS
P-13000	Laparoscopy, NOS
P-13001	OTOSCOPY
P-13002	Thoracoscopy
P-13005	Colonoscopy
P-13010	Endoscopy, flexible
P-14200	TRANSPLANTATION
P-14220	Transplantation, split thickness
P-14230	Transplantation, full thickness
P-14270	TRANSPLANTATION, AUTOGENOUS
P-14290	TRANSPLANTATION, ALLOGENEIC
P-14370	TRANSPLANTATION, HETEROAUTOGENOUS, NOS
P-14500	ANASTOMOSIS (-OSTOMY)
P-14520	SURGICAL CONSTRUCTION OF STOMA (-OSTOMY)
P-14700	SURGICAL REPAIR
P-14800	FIXATION AND SUSPENSION (-PEXY)
P-15010	DESTRUCTION OF LESION BY CHEMICAL APPL.
P-15030	THERMOCAUTERY
P-15060	ELECTROCOAGULATION
P-15080	CATARACT REMOVAL(PHAKOEMULSIFICATION)
P-16000	CLOSURE BY SUTURE, NOS
P-16001	CLOSURE, NOS
P-16010	CLOSURE OF SKIN BY SUTURE, NOS
P-16022	Closure with tissue adhesive
P-16040	CLOSURE BY CLIP, CLAMP OR STAPLE
P-16120	RESUTURE OF WOUND DEHISCENCE
P-16130	CLOSURE OF GRANULATING WOUND
P-16200	CLOSURE BY LIGATION, NOS
P-16300	SUTURE LIGATURE, NOS
P-17060	MANUAL REDUCTION, NOS
P-17100	EXTRACTION, NOS
P-17310	DELIVERY BY OR APPLICATION OF FORCEPS, NOS
P-17410	VERSION, EXTERNAL
P-17500	FETUS, EXTRACTION OF
P-17600	DELIVERY, NOS
P-17630	DELIVERY, BREECH FRANK
P-17800	DRESSING, APPLICATION OF
P-17890	THEREAPEUTIC AGENT, APPLICATION OF
P-18010	CLOSED REDUCTION AND APPLIC OF CAST OR SPLINT, NOS
P-18460	CAST, PLASTER SPLINT, APPLICATION OF
P-18550	SPLINT, APPLICATION OF
P-1920X	Apply Jacket
P-1922X	MAINTENANCE OF VEST
P-1924X	Remove Jacket
P-1926X	Swivel/Tether change
P-1927X	Maintain Jacket
P-1929X	Remove Vest
P-1X000	ANESTHESIA, NOS
P-1X900	ACUPUNCTURE
P-20000	LABORATORY TEST
P-20040	SURGERY CANCELLED (LAB TEST ORDER, CANCELLATION)
P-20041	SURGERY CANCELLED
P-20100	SAMPLE (SPECIMEN COLLECTION)
P-20110	SPECIMEN COLLECTION, VENOUS
P-20130	SPECIMEN COLLECTION, ARTERIAL
P-20200	SPECIMEN COLLECTION MICROBIOLOGY, NOS
P-2020X	SPECIMEN COLLECTION, MICROBIOLOGY, FOLLOW-UP
P-20250	SPECIMEN COLLECTION, SEMEN
P-2025X	SPECIMEN COLLECTION, PARASITOLOGY, FOLLOW-UP
P-2026X	SPECIMEN COLLECTION, FECAL, FOLLOW-UP
P-20320	SPECIMEN COLLECTION, URINE, CATHETERIZED
P-20340	SPECIMEN COLLECTION, URINE, SUPRAPUBIC
P-2034X	SPECIMEN COLLECTION, URINE, PAN CATCH
P-20350	SPECIMEN COLLECTION, DRAINAGE
P-2035X	SPECIMEN COLLECTION, VAGINAL SWAB
P-2036X	CSF Collection (spinal tap)
P-2037X	SPECIMEN COLLECTION, URINE, CYSTOCENTESIS
P-21300	SEMEN ANALYSIS, NOS
P-23100	FIBRINOLYSIN ASSAY, NOS
P-26600	BLOOD COLLECTION
P-28260	BONE MARROW, INTERPRETATION
P-28310	CELL COUNT AND DIFFERENTIAL, BODY FLUID, NOS
P-28311	CSF CELL COUNT AND DIFFERENTIAL
P-29310	STAIN, IRON, BLOOD OR BONE MARROW
P-30110	NECROPSY, GROSS AND MICROSCOPIC, NOS
P-30111	NECROPSY, GROSS AND MICROSCOPIC EXAMINATION WITH BRAIN
P-30112	NECROPSY, GROSS & MICROSCOPIC EXAM W/BRAIN & SPINAL CRD
P-30120	NECROPSY, GROSS AND MICROSCOPIC EXAMINATION WITHOUT CNS
P-30201	NECROPSY, GROSS EXAMINATION WITH BRAIN
P-30202	NECROPSY, GROSS EXAMINATION WITH BRAIN AND SPINAL CORD
P-30210	NECROPSY, GROSS EXAMINATION WITHOUT CNS
P-30220	NECROPSY, GROSS AND MICROSCOPIC EXAMINATION,LIMITED,NOS
P-30224	Necropsy, gross examination with brain,  limited microscopic.
P-30230	NECROPSY, GROSS EXAMINATION, LIMITED, NOS
P-30600	SURGICAL PATHOLOGY, GROSS & MICROSCOPIC EXAM, UNCOMP.
P-30700	MICROSCOPIC EXAM & DIAG OF PREV PROCESSED SURG SPECIMEN
P-31515	TISSUE CULTURE FOR PRIMARY CELL LINE, NOS
P-32005	TISSUE DISTRIBUTION, NOS
P-32010	TISSUE PROCESSING (SURGICAL), ROUTINE, EMBED,CUT,STAIN
P-32030	TISSUE PROCESSING (NECROPSY) ROUTINE, EMBED, CUT, STAIN
P-32100	TISSUE PROCESSING TECHNIQUE, CUT ONLY
P-32110	TISSUE PROCESSING TECHNIQUE, EMBED ONLY
P-32120	TISSUE PROCESSING TECHNIQUE, STAIN ONLY, ROUTINE
P-32131	SPECIAL STAIN (MICROORGANISM)
P-32132	SPECIAL STAIN (OTHER THAN MICROORGANISM)
P-32301	TISSUE/ORGAN PERFUSION FIXATION
P-32302	TISSUE CRYOPRESERVATION, NOS
P-32345	TISSUE/ORGAN CRYOPRESERVATION, SPECIAL PREPARATION, NOS
P-32380	PHOTOGRAPHY, GROSS ORGAN
P-32390	PHOTOMICROGRAPHY
P-32990	SPECIAL ANATOMIC PROCEDURE, EXPLAINED BY REPORT
P-34110	MICROBIAL CULTURE, NOS
P-34190	BLOOD CULTURE
P-34220	MYCOLOGY CULTURE
P-34250	Microbial culture, tissue
P-34260	VIRAL CULTURE, NOS
P-34401	GRAM STAIN, NOS
P-34410	STAIN, ACID FAST, NOS
P-34420	Fluorescein Stain
P-34510	Microbial oval-parasite examination, fecal
P-34550	ANIMAL INOCULATION, NOS
P-34560	PATIENT STATUS DETERMINATION, NOS
P-35450	Urease Test
P-36000	SENSITIVITY EXAM (ANTIBIOTIC)
P-36340	IDENTIFICATION OF MICROBIAL AB (QUALITATIVE)
P-36400	COMPLEMENT FIXATION TEST, NOS
P-36440	VIRAL SEROLOGIC STUDY
P-36441	VIRAL SEROLOGIC STUDY, NEGATIVE
P-36442	VIRAL SEROLOGIC STUDY, POSITIVE
P-37950	NEUTRALIZATION TEST, VIRAL
P-40200	CHEMICAL MEASUREMENT
P-40370	INTRAVENOUS GLUCOSE TOLERANCE TEST (F-11830)
P-40375	Intravenous insulin tolerance test (F-27310)
P-40620	MICROSCOPIC EXAM AND REPORT ON REFERRED MATERIAL
P-40930	CLEARANCE RATE MEASUREMENT, RENAL
P-40960	OXYGEN BREATHING STUDY
P-41500	URINALYSIS, NOS
P-49B30	PCR ANALYSIS
P-50470	DIFF-QUIK STAIN
P-54260	INTRADERMAL TEST
P-54268	TUBERCULIN, INTRADERMAL TEST
P-54269	Tuberculin, Serological Assay
P-54700	IMMUNIZATION PROCEDURE, NOS
P-54702	IMMUNIZATION PROCEDURE, BOOSTER
P-60210	TOOTH EXTRACTION, SINGLE
P-60220	TOOTH EXTRACTION, MULTIPLE
P-60300	PROPHYLACTIC SERVICE, DENTAL
P-61150	AMALGAM RESTORATION, ONE SURFACE
P-61160	AMALGAM RESTORATION, TWO OR MORE SURFACES, PERMANENT
P-62100	PULP CAPPING
P-62300	ROOT CANAL THERAPY, COMPREHENSIVE, NOS
P-65000	DIGESTIVE TRACT PROCEDURE, NOS
P-68200	URINARY CONCENTRATION TEST
P-70310	THERMOGRAM, NOS
P-70600	CARDIAC PACING, NOS
P-70800	Cardiopulmonary resuscitation (CPR)
P-71100	ELECTROCARDIOGRAM
P-71430	ELECTRONIC WAVE OR PACEMAKER ANALYSIS, REMOTE
P-71600	CARDIOVASCULAR MONITORING PROCEDURE, NOS
P-71630	MONITORING TEMPERATURE
P-71650	MONITORING BLOOD PRESSURE
P-73000	ECHOCARDIOGRAPHIC PROCEDURE, NOS
P-75420	HYPOXIA STUDY (VENTILATION RESPONSE TO HYPOXIA)
P-76200	ARTERIAL BLOOD GAS, AT REST
P-76600	RESPIRATORY ASSIST, MANUAL
P-76880	OXYGEN THERAPY
P-80400	ELECTROMYOGRAPHY, NOS
P-82500	PHYSICAL THERAPY PROCEDURE, NOS
P-82880	MASSAGE PHYSIOTHERAPY
P-83210	Therapeutic application of  cold
P-83390	BATH, THERAPEUTIC
P-83410	HYDROTHERAPY, HOT PACKS/COMPRESSES
P-85020	OPHTHALMIC EXAMINATION
P-85450	RETINAL ANGIOGRAPHY
P-85460	OCULAR FUNDUS PHOTOGRAPHY
P-85500	FUNDOSCOPY
P-85570	ELECTRORETINOGRAPHY WITH MEDICAL EVALUATION
P-89720	EVOKED RESPONSE AUDIOMETRY (EEG)
P-92200	Behavioral Therapy
P-92240	Operant Conditioning
P-95080	LABOR STUDY (INTERNAL FETAL MONITOR DURING LABOR)
P-95460	EMBRYO TRANSFER
P-95700	ELECTROEJACULATION
P-X0000	DIAGNOSTIC RADIOLOGIC EXAMINATION, NOS
P-X0001	Test not performed
P-X0020	Interferon gamma assay
P-X0050	DIAGNOSTIC RADIOGRAPHY, LATERAL
P-X0060	DIAGNOSTIC RADIOGRAPHY, ANTEROPOSTERIOR (AP)
P-X0120	STEREOTACTIC DIAG RADIOGRAPHY
P-X0130	DIAGNOSTIC RADIOGRAPHY, COMBINED PA & LATERAL
P-X0140	DIAGNOSTIC RADIOGRAPHY, COMBINED AP AND LATERAL
P-X0200	DIAGNOSTIC RADIOGRAPHY, FOREIGN BODY DETECTION
P-X0300	DIAGNOSTIC RADIOGRAPHY, SURVEY, NOS
P-X0390	DIAGNOSTIC RADIOGRAPHY, SPECIAL VIEWS
P-X0410	Diagnostic Radiology with contrast media, IV
P-X0600	DIAGNOSTIC RADIOGRAPHY, (AP)
P-X0650	DX RADIOGRAPHY WITH CONTRAST MEDIA, P.O.
P-X0700	Diagnostic Radiography, Dental
P-X0800	DIAGNOSTIC RADIOGRAPHY, OBLIQUE
P-X0820	DX RADIOGRAPHY, CONTRAST MEDIA, BY INJECTION, BILATERAL
P-X0900	DX RADIOGRAPHY, CONTRAST MEDIA, BY INJECTION, POSITIVE
P-X1000	DIAGNOSTIC RADIOGRAPHY WITH CONTRAST MEDIA, INJ
P-X1400	DX RADIOGRAPHY, G.I.,UPPER, SERIAL FILMS
P-X1550	CT Scan
P-X2200	RADIOGRAPHY, BONE AGE STUDIES
P-X2300	DIAGNOSTIC RADIOGRAPHY, ABDOMEN, FETAL AGE --
P-X4000	RADIATION THERAPY PROCEDURE OR SERVICE, NOS
P-X5100	RADIONUCLIDE PROCEDURE, NOS
P-X5200	MRI, NOS
P-X5210	MRI - BRAIN AND BRAIN STEM
P-X6023	FILING TEETH
P-X6100	Microbial culture, fecal
P-X7200	Dexascan Bone Density Study
P-X7220	Dexascan % Body Fat Study
P-X7500	FLOW PROBE STUDY (SCAN WITH VASCULAR FLOW)
P-X7550	PK Study
P-X8200	Complete blood count with white cell differential, automated
P-X8250	Electrolytes and chemistry analysis-serum
P-X8300	Urinalysis, bacterial screen
P-X9000	Diagnostic Ultrasonography
P-X9740	ULTRASOUND PERIPHERAL VASCULAR FLOW STUDY, DOPPLER
P-X9750	ULTRASOUND PERIPHERAL IMAGING, NOS
P-X9751	ULTRASONIC GUIDANCE FOR AMNIOCENTESIS
P-X9770	INTRAPARTUM DOPPLER FETAL MONITORING
P-X9810	VIDEO SOUND TAPE, DIAGNOSTIC
P-Y0038	WEIGHING
P-Y1090	PUPILLARY REACTION TO LIGHT
P-Y1240	GAVAGE
P-Y1400	ENEMA, NOS
P-Y1510	Middle cerebral artery occlusion.
P-Y1530	Anterior cerebral artery occlusion
P-Y1540	Orbitofrontal artery occlusion
P-Y1620	Caliper skinfold body composition analysis
P-Y2050	HEATING PAD, ELECTRIC, APPLICATION OF
P-Y2200	RESTRAINTS, APPLICATION OF
P-Y2725	CLIPPING OF NAILS
P-Y3000	Sedated for Infant Weighing
P-Y3010	Sedated for Infant Weaning
P-Y3020	Sedated for Infant Tattooing
P-Y3025	Sedation of dam for infant removal for research protocol.
P-Y3030	Sedated for Infant Clinical Evaluation
P-Y3035	Sedate for post-surgery incision evaluation.
P-Y3040	Clinical Treatment
P-Y3050	Sedated for Infant Bleeding
P-Y3060	Cage Change
P-Y3070	Sedated for Ultrasound
P-Y3075	Sedated for vaginal exam
P-Y3080	Sedated for dye mark
P-Y3082	Sedated for Identification (Non-specific)
P-Y3090	Remove old tape.
P-Y3100	Transporting
P-Y3110	Worming
P-Y3120	Sex Determination
P-Y3130	Sample collection
P-Y3140	Give oral medications
P-Y3150	IV Injection
P-Y3155	IV Fluid Administration
P-Y3160	Sedated for infant clinical treatment
P-Y3170	Sedated for infant oral meds
P-Y3180	Sedated for infant research support
P-Y3185	Sedate to Remove Toy from Body
P-Y3187	Sedate to capture animal
P-Y3189	Sedate for cage repair
P-Y3190	Sedated for Infant TB Testing
P-Y3191	Apply topical cream
P-Y3192	Remove animal appendage from the cage
P-Y3195	Cage Cleaning
P-Y3220	Closure by surgical skin staples
P-Y3230	Heel stick with lancet
P-Y3240	Removal of surgical skin staples
P-Y4000	PAIRED AS TREATMENT
P-Y4010	GROOMING CONTACT PAIRED AS TREATMENT
P-Y4100	Focal Animal Sampling
P-Y4200	Infant Fostering
P-Y4210	Infant Re-Unite
P-Y4500	Bronchial Reactivity to Methacholine
P-Y4510	Bronchial Reactivity to OVA
P-Y4550	Pulmonary function Testing
P-Y5515	APPLICATION OF EXTERNAL IMMOBILIZATION DEVICE
P-Y5516	REMOVAL OF EXTERNAL IMMOBILIZATION DEVICE
P-Y5520	Sedate for research procedure
P-Y5530	Amniotic inoculation
P-Y5540	SPF Surveillance
P-YY100	CLINICAL TRIAL: FLAGYL
P-YY110	Callous trimming
P-YY201	SPONTANEOUS REDUCTION
P-YY220	Microchip, imbedded
P-YY500	DYE MARKING
P-YY600	Post-operative, Incision Infection
P-YY610	Post-operative, Systemic infection
P-YY630	Post-operative, Sutures Removed by patient
P-YY650	Post-operative,Incision Dehiscence
P-YY682	WATER DEPRIVATION TEST
P-YY710	DTP Immunization
P-YY720	Intra-operative, Laparoscopy Converted to Laparotomy
P-YY730	Intra-operative, Bladder Perforation Repair
P-YY740	Intra-operative, Gastrointestinal Perforation
P-YY750	Intra-operative, Oophorectomy Converted to Ovarlosalpingectomy
P-YY770	Metabolic Chamber
P-YY780	HbA1C test
P-YY785	Oral Glucose Tolerance Test
P-YY787	Vaginal tampon, initial insertion
P-YY788	Vaginal tampon maintenance, removal/insertion
P-YY789	Vaginal tampon, final removal
P-YY790	Vaginal ring, insertion
P-YY791	Vaginal ring, removal
P-YY827	CERVICAL CANNULATION
P-YY830	Separation anxiety
P-YY835	Nasal/gastric gavage
P-YY838	Nasal (only) Swab
P-YY840	Schirmer Tear Test
P-YY841	Bottle Feed
P-YY843	Nasal/gastric swab
P-YY847	IV placement
P-YY850	Tail degloving
P-YY853	PICC line insertion/placement
P-YY863	Umbilical cord catheterization
P-YY868	Umbilical cord clamp/tie
P-YY872	Ventilation, mechanical
P-YY880	Bronchoalveolar lavage (BAL)
P-YY885	Foster night separation
P-YY900	Administer alcohol by IV
P-YY910	Insertion of nasal/gastric tube
P-YY950	Administration of doubly labeled water.
P-YZ100	Mycoplasma serologic study.
P-YZ120	Borrelia burgdorferi serologic study.
P-YZ125	Laparotomy
P-YZ130	Rheumatoid factor serologic study.
P-YZ140	Antinuclear antibodies serologic study.
P-YZ200	Tripedia Injection.
P-YZ250	Anesthesia/sedation complications
P-YZ310	Anesthesia/sedation recovery uneventful
P-YZ330	Sedated in Error
T-00001	TOPOGRAPHY UNKNOWN
T-00002	TOPOGRAPHY NOT APPLICABLE
T-00010	BODY AS A WHOLE
T-00020	TOPOGRAPHY, MULTIPLE SITES
T-00050	BODY TISSUE
T-00060	BODY ORGAN, NOS
T-00070	BODY FLUID, NOS
T-00100	SURGICAL MARGINS
T-00200	SUTURE LINE OF SKIN
T-00Y00	PSYCHE, NOS
T-01000	SKIN, NOS
T-01100	EPIDERMIS
T-01200	DERMIS
T-01240	SEX FLESH*
T-01300	SKIN APPENDAGE, NOS
T-01310	SEBACEOUS GLANDS
T-01320	APOCRINE GLAND, NOS
T-01330	ECCRINE GLAND, NOS
T-01370	BRACHIAL GLAND
T-01380	ANTEBRACHIAL GLAND
T-01400	HAIR, NOS
T-01414	HAIR FOLLICLE
T-01520	EYEBROW
T-01600	NAIL, NOS
T-01602	NAIL PLATE
T-01609	NAIL BED
T-02100	SKIN OF HEAD, NOS
T-02102	SKIN OF SCALP, NOS
T-02104	SKIN OF FOREHEAD
T-02106	SKIN OF FRONTAL REGION
T-02120	SKIN OF FACE, NOS
T-02121	SKIN OF CHEEK
T-02130	SKIN OF EYELID, NOS
T-02131	SKIN OF UPPER EYELID
T-02133	SKIN OF PERIORBITAL REGION
T-02140	SKIN OF NOSE, NOS
T-02144	SKIN OF BRIDGE OF NOSE
T-02150	SKIN OF LIP, NOS
T-02151	SKIN OF UPPER LIP
T-02152	SKIN OF LOWER LIP
T-02153	SKIN OF PHILTRUM
T-02155	SKIN OF CHIN
T-02200	SKIN OF EXTERNAL EAR, NOS
T-02201	SKIN OF PINNA
T-02300	SKIN OF NECK, NOS
T-02302	SKIN OF ANTERIOR PORTION, NECK
T-02303	SKIN OF SUBMANDIBULAR AREA
T-02400	SKIN OF TRUNK, NOS
T-02401	SKIN OF UPPER TRUNK
T-02403	SKIN OF TRUNK, LATERAL REGION
T-02410	SKIN OF SHOULDER, NOS
T-02411	SKIN OF SCAPULAR REGION, BACK
T-02412	SKIN OF INTERSCAPULAR REGION, BACK
T-02420	SKIN OF AXILLA, NOS
T-02424	SKIN OF CHEST
T-02430	SKIN OF BREAST, NOS
T-02450	SKIN OF BACK, NOS
T-02452	SKIN OF LOWER BACK
T-02460	SKIN OF FLANK, NOS
T-02464	SKIN OF COCCYGEAL REGION (TAIL)
T-02470	SKIN OF HIP, NOS
T-02471	SKIN OF BUTTOCK, NOS
T-02480	SKIN OF ABDOMEN, NOS
T-02483	SKIN OF UMBILICUS
T-02487	SKIN OF INGUINAL REGION
T-02490	SKIN OF TAIL
T-02500	SKIN OF PERINEUM, NOS
T-02503	SKIN OF PUBIC AREA
T-02507	SKIN OF PERIANAL AREA
T-02510	SKIN OF FEMALE GENITALIA, NOS
T-02530	SKIN OF PENIS, NOS
T-02531	SKIN OF GLANS PENIS
T-02540	SKIN OF PREPUCE
T-02545	SKIN OF SCROTUM
T-02600	SKIN OF UPPER EXTREMITY, NOS
T-02610	SKIN OF UPPER ARM, NOS
T-02620	SKIN OF ELBOW, NOS
T-02630	SKIN OF FOREARM, NOS
T-02640	SKIN OF WRIST, NOS
T-02641	SKIN OF DORSAL AREA OF WRIST
T-02652	SKIN OF PALMAR AREA OF HAND
T-02660	SKIN OF HAND AND FINGER, NOS
